target,text,,label
food,"it 's located in a strip mall near the beverly center , not the greatest location , but the food keeps me coming back for more","it 's located in a strip mall near the beverly center , not the greatest location , but the MASK keeps me coming back for more",2
service,never too crowded and always great service,never too crowded and always great MASK,2
menu,i think i have probably tried each item on their menu at least once it is all excellent,i think i have probably tried each item on their MASK at least once it is all excellent,2
saag,i can highly recommend their various saag and paneer and korma,i can highly recommend their various MASK and paneer and korma,2
paneer,i can highly recommend their various saag and paneer and korma,i can highly recommend their various saag and MASK and korma,2
korma,i can highly recommend their various saag and paneer and korma,i can highly recommend their various saag and paneer and MASK,2
delivery,i appreciate their delivery too,i appreciate their MASK too,2
meal,i really enjoyed my meal here,i really enjoyed my MASK here,2
lamb korma,"i had yummy lamb korma , saag paneer , samosas , naan , etc","i had yummy MASK , saag paneer , samosas , naan , etc",2
saag paneer,"i had yummy lamb korma , saag paneer , samosas , naan , etc","i had yummy lamb korma , MASK , samosas , naan , etc",2
samosas,"i had yummy lamb korma , saag paneer , samosas , naan , etc","i had yummy lamb korma , saag paneer , MASK , naan , etc",2
naan,"i had yummy lamb korma , saag paneer , samosas , naan , etc","i had yummy lamb korma , saag paneer , samosas , MASK , etc",2
food,i should have thought to bring it up but never expected the food to be that mild,i should have thought to bring it up but never expected the MASK to be that mild,0
naan,"the naan was some of the best i ' ve had and i really enjoyed the bhartha , not too tomatoey","the MASK was some of the best i ' ve had and i really enjoyed the bhartha , not too tomatoey",2
bhartha,"the naan was some of the best i ' ve had and i really enjoyed the bhartha , not too tomatoey","the naan was some of the best i ' ve had and i really enjoyed the MASK , not too tomatoey",2
chickpeas,"even the chickpeas , which i normally find too dry , were good","even the MASK , which i normally find too dry , were good",2
fajita salad,"i do n't understand how i was a stranger to this place for so long the fajita salad , the colorado , the fajitas everything is delicious","i do n't understand how i was a stranger to this place for so long the MASK , the colorado , the fajitas everything is delicious",2
colorado,"i do n't understand how i was a stranger to this place for so long the fajita salad , the colorado , the fajitas everything is delicious","i do n't understand how i was a stranger to this place for so long the fajita salad , the MASK , the fajitas everything is delicious",2
fajitas,"i do n't understand how i was a stranger to this place for so long the fajita salad , the colorado , the fajitas everything is delicious","i do n't understand how i was a stranger to this place for so long the fajita salad , the colorado , the MASK everything is delicious",2
place,"i do n't understand how i was a stranger to this place for so long the fajita salad , the colorado , the fajitas everything is delicious","i do n't understand how i was a stranger to this MASK for so long the fajita salad , the colorado , the fajitas everything is delicious",2
environment,i love the warm cosy environment,i love the warm cosy MASK,2
place,i just found out that you can have the place to yourself on nights and weekends for a private party ca n't wait to celebrate my next birthday there,i just found out that you can have the MASK to yourself on nights and weekends for a private party ca n't wait to celebrate my next birthday there,2
restaurant,"best restaurant in the world , great decor , great customer service , friendly manager","best MASK in the world , great decor , great customer service , friendly manager",2
decor,"best restaurant in the world , great decor , great customer service , friendly manager","best restaurant in the world , great MASK , great customer service , friendly manager",2
customer service,"best restaurant in the world , great decor , great customer service , friendly manager","best restaurant in the world , great decor , great MASK , friendly manager",2
manager,"best restaurant in the world , great decor , great customer service , friendly manager","best restaurant in the world , great decor , great customer service , friendly MASK",2
food,i am never disappointed with there food,i am never disappointed with there MASK,2
atmosphere,the atmosphere is great,the MASK is great,2
lunch spot,great lunch spot,great MASK,2
mexican spot,great financial district mexican spot,great financial district MASK,2
service,"always busy , but they are good at seating you promptly and have quick service","always busy , but they are good at seating you promptly and have quick MASK",2
taco salads,"everything i ' ve had here is good , taco salads , burritos , enchiladas i love this place","everything i ' ve had here is good , MASK , burritos , enchiladas i love this place",2
burritos,"everything i ' ve had here is good , taco salads , burritos , enchiladas i love this place","everything i ' ve had here is good , taco salads , MASK , enchiladas i love this place",2
enchiladas,"everything i ' ve had here is good , taco salads , burritos , enchiladas i love this place","everything i ' ve had here is good , taco salads , burritos , MASK i love this place",2
place,"everything i ' ve had here is good , taco salads , burritos , enchiladas i love this place","everything i ' ve had here is good , taco salads , burritos , enchiladas i love this MASK",2
margaritas,also have great margaritas !,also have great MASK !,2
lebanese food,lebanese food ! yum !,MASK ! yum !,2
open sesame,"i ' ve been to open sesame only once , but i ' m still reeling from the experience ! !","i ' ve been to MASK only once , but i ' m still reeling from the experience ! !",2
food,the food is simply unforgettable !,the MASK is simply unforgettable !,2
food,"the presentation of the food was an added bonus , it looked just as great as it tasted !","the presentation of the MASK was an added bonus , it looked just as great as it tasted !",2
food,"the presentation of the food was an added bonus , it looked just as great as it tasted !","the presentation of the MASK was an added bonus , it looked just as great as it tasted !",2
chicken shawarma,my best friend had the chicken shawarma and she still raves about it being the best anywhere !,my best friend had the MASK and she still raves about it being the best anywhere !,2
staff,the staff are friendly and the decor was ethic and colorful,the MASK are friendly and the decor was ethic and colorful,2
decor,the staff are friendly and the decor was ethic and colorful,the staff are friendly and the MASK was ethic and colorful,2
open sesame,go to open sesame ! ! !,go to MASK ! ! !,2
hummus,holy hummus !,holy MASK !,2
food,"the food is here is incredible , though the quality is inconsistent during lunch","the MASK is here is incredible , though the quality is inconsistent during lunch",2
lunch,"the food is here is incredible , though the quality is inconsistent during lunch","the food is here is incredible , though the quality is inconsistent during MASK",0
dinners,"dinners have always been excellent , in terms of food quality","MASK have always been excellent , in terms of food quality",2
open sesame combo plate,the open sesame combo plate is a bargain for the heap of food given,the MASK is a bargain for the heap of food given,2
open sesame combo plate,the open sesame combo plate is a bargain for the heap of food given,the MASK is a bargain for the heap of food given,2
side of potatoes,"the side of potatoes is to die for , as is the labne yogurt dip","the MASK is to die for , as is the labne yogurt dip",2
labne yogurt dip,"the side of potatoes is to die for , as is the labne yogurt dip","the side of potatoes is to die for , as is the MASK",2
hummus,"also , they serve the best hummus in america , with a drizzle of fragrant olive oil which , i believe is the traditional way !","also , they serve the best MASK in america , with a drizzle of fragrant olive oil which , i believe is the traditional way !",2
hummus,"also , they serve the best hummus in america , with a drizzle of fragrant olive oil which , i believe is the traditional way !","also , they serve the best MASK in america , with a drizzle of fragrant olive oil which , i believe is the traditional way !",2
seating,the only drawback is the crowded seating and the slow service,the only drawback is the crowded MASK and the slow service,0
service,the only drawback is the crowded seating and the slow service,the only drawback is the crowded seating and the slow MASK,0
place,"however , this place is a gem , and i wo n't stop going back","however , this MASK is a gem , and i wo n't stop going back",2
beer,great beer,great MASK,2
restaurant,my first time to dine at this restaurant was with my son and it was absolutely horrible !,my first time to dine at this MASK was with my son and it was absolutely horrible !,0
beer,i swore never to return for a warm beer and mediocre meal,i swore never to return for a warm MASK and mediocre meal,0
meal,i swore never to return for a warm beer and mediocre meal,i swore never to return for a warm beer and mediocre MASK,0
band,the band was very good and the service was attentive,the MASK was very good and the service was attentive,2
service,the band was very good and the service was attentive,the band was very good and the MASK was attentive,2
shoe string onions,"we ordered a selection of the small plates , and the shoe string onions , goat cheese pizza , grilled asparagus and fried brie with fruit were all very good","we ordered a selection of the small plates , and the MASK , goat cheese pizza , grilled asparagus and fried brie with fruit were all very good",2
goat cheese pizza,"we ordered a selection of the small plates , and the shoe string onions , goat cheese pizza , grilled asparagus and fried brie with fruit were all very good","we ordered a selection of the small plates , and the shoe string onions , MASK , grilled asparagus and fried brie with fruit were all very good",2
grilled asparagus,"we ordered a selection of the small plates , and the shoe string onions , goat cheese pizza , grilled asparagus and fried brie with fruit were all very good","we ordered a selection of the small plates , and the shoe string onions , goat cheese pizza , MASK and fried brie with fruit were all very good",2
fried brie with fruit,"we ordered a selection of the small plates , and the shoe string onions , goat cheese pizza , grilled asparagus and fried brie with fruit were all very good","we ordered a selection of the small plates , and the shoe string onions , goat cheese pizza , grilled asparagus and MASK were all very good",2
beer,"we have since returned and also had a great experience , sampling more small plates and a variety of the beer cold and good","we have since returned and also had a great experience , sampling more small plates and a variety of the MASK cold and good",2
waiter,"we did have the same waiter the second time , so maybe the service is spotty and our luck is good","we did have the same MASK the second time , so maybe the service is spotty and our luck is good",2
band,sunday afternoons there is a band playing and it is lots of fun,sunday afternoons there is a MASK playing and it is lots of fun,2
winelist,seattle 's best winelist,seattle 's best MASK,2
wine list,ray 's suprisingly has the city 's best most diverse wine list,ray 's suprisingly has the city 's best most diverse MASK,2
sommelier,"the sommelier is fantastic , , extremely knowlegable","the MASK is fantastic , , extremely knowlegable",2
wine,i would go back for the wine experience alone,i would go back for the MASK experience alone,2
place,not the place it once was,not the MASK it once was,0
place,"it is sad to see a place that was once the '' place to meet and eat for bfast or lunch , now be the place that is a big do nt bother ''","it is sad to see a MASK that was once the '' place to meet and eat for bfast or lunch , now be the place that is a big do nt bother ''",0
food,"the food is not what it once was potions have seriously seen downsizing prices have gone up , and the service is the worst i have experienced anywhere including mainland europe","the MASK is not what it once was potions have seriously seen downsizing prices have gone up , and the service is the worst i have experienced anywhere including mainland europe",0
potions,"the food is not what it once was potions have seriously seen downsizing prices have gone up , and the service is the worst i have experienced anywhere including mainland europe","the food is not what it once was MASK have seriously seen downsizing prices have gone up , and the service is the worst i have experienced anywhere including mainland europe",0
service,"the food is not what it once was potions have seriously seen downsizing prices have gone up , and the service is the worst i have experienced anywhere including mainland europe","the food is not what it once was potions have seriously seen downsizing prices have gone up , and the MASK is the worst i have experienced anywhere including mainland europe",0
food,"the food is not what it once was potions have seriously seen downsizing prices have gone up , and the service is the worst i have experienced anywhere including mainland europe","the MASK is not what it once was potions have seriously seen downsizing prices have gone up , and the service is the worst i have experienced anywhere including mainland europe",0
owners,what may be interesting to most is the worst comes from the owners of this establishment,what may be interesting to most is the worst comes from the MASK of this establishment,0
establishment,"this establishment really made a marked decline after and this is recurring story the airing of food televisions diners , , and dives '' hosted by guy fieri , in which schooner or later was subject of","this MASK really made a marked decline after and this is recurring story the airing of food televisions diners , , and dives '' hosted by guy fieri , in which schooner or later was subject of",0
scooner or later,"perhaps now , scooner or later falls into the dive '' category","perhaps now , MASK falls into the dive '' category",0
scooner or later,i hope one day scooner or later returns to what it once was,i hope one day MASK returns to what it once was,0
place,open cool place with the best pizza and coffee,open cool MASK with the best pizza and coffee,2
pizza,open cool place with the best pizza and coffee,open cool place with the best MASK and coffee,2
coffee,open cool place with the best pizza and coffee,open cool place with the best pizza and MASK,2
pizza menu,mioposto has a very creative delicious pizza menu,mioposto has a very creative delicious MASK,2
pizza menu,mioposto has a very creative delicious pizza menu,mioposto has a very creative delicious MASK,2
coffe,"the coffe is very good , too","the MASK is very good , too",2
ambience,great open and friendly ambience,great open and friendly MASK,2
place,this place is charming and relaxing,this MASK is charming and relaxing,2
servers behind the counter,the servers behind the counter are always friendly and helpful,the MASK are always friendly and helpful,2
food,it 's a great place to enjoy food and meet friends,it 's a great place to enjoy MASK and meet friends,2
place,it 's a great place to enjoy food and meet friends,it 's a great MASK to enjoy food and meet friends,2
ray 's,after 12 years in seattle ray 's rates as the place we always go back to,after 12 years in seattle MASK rates as the place we always go back to,2
food,"great food , spectacular location , and friendly service keep us coming back year after year","great MASK , spectacular location , and friendly service keep us coming back year after year",2
location,"great food , spectacular location , and friendly service keep us coming back year after year","great food , spectacular MASK , and friendly service keep us coming back year after year",2
service,"great food , spectacular location , and friendly service keep us coming back year after year","great food , spectacular location , and friendly MASK keep us coming back year after year",2
food,enjoyed the food,enjoyed the MASK,2
food,food was good and cheap,MASK was good and cheap,2
food,food was good and cheap,MASK was good and cheap,2
kafta plate,i had the kafta plate and i enjoyed it,i had the MASK and i enjoyed it,2
atmosphere,atmosphere was nice,MASK was nice,2
service,"service was kind of slow , our waitress took forever to give us our check even though it was n't that busy","MASK was kind of slow , our waitress took forever to give us our check even though it was n't that busy",0
waitress,"service was kind of slow , our waitress took forever to give us our check even though it was n't that busy","service was kind of slow , our MASK took forever to give us our check even though it was n't that busy",0
place,still i would recommend this place,still i would recommend this MASK,2
food,what else can you say nice people amazing food wow,what else can you say nice people amazing MASK wow,2
people,what else can you say nice people amazing food wow,what else can you say nice MASK amazing food wow,2
food,great food with an awesome atmosphere !,great MASK with an awesome atmosphere !,2
atmosphere,great food with an awesome atmosphere !,great food with an awesome MASK !,2
eggs,"eggs , pancakes , potatoes , fresh fruit and yogurt everything they serve is delicious","MASK , pancakes , potatoes , fresh fruit and yogurt everything they serve is delicious",2
pancakes,"eggs , pancakes , potatoes , fresh fruit and yogurt everything they serve is delicious","eggs , MASK , potatoes , fresh fruit and yogurt everything they serve is delicious",2
potatoes,"eggs , pancakes , potatoes , fresh fruit and yogurt everything they serve is delicious","eggs , pancakes , MASK , fresh fruit and yogurt everything they serve is delicious",2
fresh fruit,"eggs , pancakes , potatoes , fresh fruit and yogurt everything they serve is delicious","eggs , pancakes , potatoes , MASK and yogurt everything they serve is delicious",2
yogurt,"eggs , pancakes , potatoes , fresh fruit and yogurt everything they serve is delicious","eggs , pancakes , potatoes , fresh fruit and MASK everything they serve is delicious",2
place,"the best place for a leisure sunday breakfast amidst yachts , then take a stroll through the nearby farmer 's market","the best MASK for a leisure sunday breakfast amidst yachts , then take a stroll through the nearby farmer 's market",2
meal,great meal the fish on the omikase platter was absolutely decadent there was none of the stringiness that sometimes accompanies fair sushi this fish was perfect ! ! ! !,great MASK the fish on the omikase platter was absolutely decadent there was none of the stringiness that sometimes accompanies fair sushi this fish was perfect ! ! ! !,2
fish on the omikase platter,great meal the fish on the omikase platter was absolutely decadent there was none of the stringiness that sometimes accompanies fair sushi this fish was perfect ! ! ! !,great meal the MASK was absolutely decadent there was none of the stringiness that sometimes accompanies fair sushi this fish was perfect ! ! ! !,2
waitstaff,"plus , i am allergic to rice , and the waitstaff was unbelievably accomodating did n't even bat an eye !","plus , i am allergic to rice , and the MASK was unbelievably accomodating did n't even bat an eye !",2
waiter,and the waiter suggested a perfect sake ! !,and the MASK suggested a perfect sake ! !,2
sake,and the waiter suggested a perfect sake ! !,and the waiter suggested a perfect MASK ! !,2
sushi,unbeatable sushi !,unbeatable MASK !,2
nigiri,"melt in your mouth nigiri and sashmi , and very tasty rolls too","melt in your mouth MASK and sashmi , and very tasty rolls too",2
sashmi,"melt in your mouth nigiri and sashmi , and very tasty rolls too","melt in your mouth nigiri and MASK , and very tasty rolls too",2
rolls,"melt in your mouth nigiri and sashmi , and very tasty rolls too","melt in your mouth nigiri and sashmi , and very tasty MASK too",2
oyster roll,be sure to try the oyster roll,be sure to try the MASK,2
sushi,"how to describe the best sushi in nyc hmmmm , delicious , amazing , fantastic , suculent , perfect , nah , all of the above","how to describe the best MASK in nyc hmmmm , delicious , amazing , fantastic , suculent , perfect , nah , all of the above",2
restaurant,"i ca n't saybenough good things about this restaurant , and i ca n't wait for my next several visits","i ca n't saybenough good things about this MASK , and i ca n't wait for my next several visits",2
chuwam mushi,the best chuwam mushi i have ever had,the best MASK i have ever had,2
sushi place,one of the best sushi place in town,one of the best MASK in town,2
house special roll,the house special roll is really good,the MASK is really good,2
spot,a cozy spot for 2,a cozy MASK for 2,2
murphy 's,"i ca n't believe murphy 's has been around for over 25 years , amazing","i ca n't believe MASK has been around for over 25 years , amazing",2
brunch,"brunch at murphy 's is to die for , my specialty egg white omelet , the food is always freshly prepared","MASK at murphy 's is to die for , my specialty egg white omelet , the food is always freshly prepared",2
food,"brunch at murphy 's is to die for , my specialty egg white omelet , the food is always freshly prepared","brunch at murphy 's is to die for , my specialty egg white omelet , the MASK is always freshly prepared",2
egg white omelet,"brunch at murphy 's is to die for , my specialty egg white omelet , the food is always freshly prepared","brunch at murphy 's is to die for , my specialty MASK , the food is always freshly prepared",2
spot,it 's the perfect spot for a romantic date for 2 or a secret rendezvous !,it 's the perfect MASK for a romantic date for 2 or a secret rendezvous !,2
spot,it 's the perfect spot for a romantic date for 2 or a secret rendezvous !,it 's the perfect MASK for a romantic date for 2 or a secret rendezvous !,2
desserts,save room for scrumptious desserts,save room for scrumptious MASK,2
wine list,the restaurant offers an extensive wine list and an ambiance you wo n't forget !,the restaurant offers an extensive MASK and an ambiance you wo n't forget !,2
ambiance,the restaurant offers an extensive wine list and an ambiance you wo n't forget !,the restaurant offers an extensive wine list and an MASK you wo n't forget !,2
mexican place,best mexican place for lunch in the financial district,best MASK for lunch in the financial district,2
enchiladas,love the enchiladas and chicken soup and be sure to check out their specials,love the MASK and chicken soup and be sure to check out their specials,2
chicken soup,love the enchiladas and chicken soup and be sure to check out their specials,love the enchiladas and MASK and be sure to check out their specials,2
specials,love the enchiladas and chicken soup and be sure to check out their specials,love the enchiladas and chicken soup and be sure to check out their MASK,2
cooks,the cooks have been at the restaurant for years and cook family recipes,the MASK have been at the restaurant for years and cook family recipes,2
service,"can get busy on fridays for a table but once seated , the service is so efficient you can be in and out of there quickly","can get busy on fridays for a table but once seated , the MASK is so efficient you can be in and out of there quickly",2
sushi,the sushi was excellent and the wait staff was quick,the MASK was excellent and the wait staff was quick,2
wait staff,the sushi was excellent and the wait staff was quick,the sushi was excellent and the MASK was quick,2
atmosphere,the atmosphere was just okay,the MASK was just okay,1
space,"space was limited , but the food made up for it","MASK was limited , but the food made up for it",0
food,"space was limited , but the food made up for it","space was limited , but the MASK made up for it",2
staff,well i guess it 's hard to be seated when one is invisible to the staff,well i guess it 's hard to be seated when one is invisible to the MASK,0
employees,we stood there for 10 minutes while employees walked back and forth ignoring us,we stood there for 10 minutes while MASK walked back and forth ignoring us,0
staff,"finally , my wife stood face to face in front of one of the staff and she asked , are you waiting for a table ''","finally , my wife stood face to face in front of one of the MASK and she asked , are you waiting for a table ''",0
caesar salad,the caesar salad i ordered had so much lemon i could n't eat it,the MASK i ordered had so much lemon i could n't eat it,0
food,"great food , better margaritas !","great MASK , better margaritas !",2
margaritas,"great food , better margaritas !","great food , better MASK !",2
portions,"this is one of my top lunch spots , huge portions , fast service and amazing margaritas ! !","this is one of my top lunch spots , huge MASK , fast service and amazing margaritas ! !",2
service,"this is one of my top lunch spots , huge portions , fast service and amazing margaritas ! !","this is one of my top lunch spots , huge portions , fast MASK and amazing margaritas ! !",2
margaritas,"this is one of my top lunch spots , huge portions , fast service and amazing margaritas ! !","this is one of my top lunch spots , huge portions , fast service and amazing MASK ! !",2
service,"it gets really busy , so get there on the early side so you can grab a seat , if you do have to wait , its not bad because the service is quick !","it gets really busy , so get there on the early side so you can grab a seat , if you do have to wait , its not bad because the MASK is quick !",2
art on the walls,"check out the art on the walls , very colorful !","check out the MASK , very colorful !",2
place,i love this place !,i love this MASK !,2
meal,i have been eating at this place for over 8 years now and i have never had one bad meal,i have been eating at this place for over 8 years now and i have never had one bad MASK,2
indain food,i highly recommend this place to all that want to try indain food for the first time,i highly recommend this place to all that want to try MASK for the first time,2
lunch menu,the lunch menu is an awesome deal !,the MASK is an awesome deal !,2
food,"plenty of food , trust me","plenty of MASK , trust me",2
ingrediants,fresh ingrediants and super tasty,fresh MASK and super tasty,2
food,"best food , phenominal service","best MASK , phenominal service",2
service,"best food , phenominal service","best food , phenominal MASK",2
fish,"for the finicky sushi eater and those who have sampled the best nyc has to offer , the fish is the freshest and the service is superb","for the finicky sushi eater and those who have sampled the best nyc has to offer , the MASK is the freshest and the service is superb",2
service,"for the finicky sushi eater and those who have sampled the best nyc has to offer , the fish is the freshest and the service is superb","for the finicky sushi eater and those who have sampled the best nyc has to offer , the fish is the freshest and the MASK is superb",2
selection,"not only can the selection be innovative , but there 's a nice balance of traditional sushi as well","not only can the MASK be innovative , but there 's a nice balance of traditional sushi as well",2
sushi,"not only can the selection be innovative , but there 's a nice balance of traditional sushi as well","not only can the selection be innovative , but there 's a nice balance of traditional MASK as well",2
waiters,the nicest waiters in town,the nicest MASK in town,2
place,this place is unbelievably,this MASK is unbelievably,0
brunch food,"if i want to stand in line on sunday for an hour to get average brunch food , then i would put murphy 's at the top of the list","if i want to stand in line on sunday for an hour to get average MASK , then i would put murphy 's at the top of the list",1
regular menu,the regular menu here is slightly above average that is not worth the snotty attitude that you receive,the MASK here is slightly above average that is not worth the snotty attitude that you receive,1
sushi,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a MASK fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
fish,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut MASK , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
sake,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great MASK , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
soho location,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer MASK , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
salmon,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course MASK , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
tuna,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , MASK , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
fluke,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , MASK , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
yellow tail,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , MASK , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
cod,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , MASK , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
mackeral,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , MASK , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
jellyfish,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , MASK , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
sea urchin,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , MASK , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
shrimp,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , MASK , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
lobster,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , MASK , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
